query_id,doc_id,total_nnz,unused_nnz,unused_pct
0,675245,37,28,75.68
0,1530531,88,82,93.18
0,1570058,67,55,82.09
0,2223879,99,94,94.95
0,1818579,84,74,88.10
0,2265016,71,60,84.51
0,1991796,57,44,77.19
0,1163691,100,97,97.00
0,2317808,64,53,82.81
0,2121844,57,52,91.23
0,1218759,78,71,91.03
0,2194203,74,59,79.73
0,196108,48,42,87.50
0,820088,97,87,89.69
0,1820092,112,105,93.75
0,1811513,92,83,90.22
0,2179483,81,71,87.65
0,2305331,74,69,93.24
0,813600,103,100,97.09
0,1248059,42,34,80.95
0,1903386,76,72,94.74
0,2422436,51,38,74.51
0,2422438,81,67,82.72
0,2465369,93,90,96.77
0,1544177,60,55,91.67
0,2550443,49,42,85.71
0,585452,69,57,82.61
0,1297743,89,80,89.89
0,2638591,73,67,91.78
0,5,66,52,78.79
0,2,72,65,90.28
0,4,44,35,79.55
0,2547803,89,80,89.89
0,2319044,74,66,89.19
0,692873,89,76,85.39
0,2547793,81,71,87.65
0,1738565,112,106,94.64
0,367007,96,85,88.54
0,869788,80,77,96.25
0,214710,70,64,91.43
0,527853,80,71,88.75
0,1679392,80,68,85.00
0,1818488,33,23,69.70
0,972517,76,69,90.79
0,1770235,45,41,91.11
0,587325,72,68,94.44
0,1855322,60,54,90.00
0,420086,72,71,98.61
0,1490669,80,79,98.75
0,1048401,97,95,97.94
0,1098672,67,59,88.06
0,545567,89,86,96.63
0,2555535,82,76,92.68
0,2346570,62,56,90.32
0,1509229,73,68,93.15
0,746878,33,26,78.79
0,637903,41,37,90.24
0,1928504,93,90,96.77
0,1717806,70,67,95.71
0,2596226,94,81,86.17
0,1,72,53,73.61
0,1151384,61,55,90.16
0,1752172,87,83,95.40
0,1057063,82,64,78.05
0,267719,47,36,76.60
0,1457463,80,69,86.25
0,52128,56,48,85.71
0,653723,79,68,86.08
0,2477777,89,76,85.39
0,1020056,97,83,85.57
0,1482120,71,66,92.96
0,1818523,41,34,82.93
0,180862,92,84,91.30
0,114462,36,36,100.00
0,1511984,76,66,86.84
0,2463342,83,81,97.59
0,2224846,52,51,98.08
0,671216,119,113,94.96
0,1247984,88,79,89.77
0,2388230,84,83,98.81
0,593468,99,98,98.99
0,340409,57,50,87.72
0,2434998,50,42,84.00
0,1353394,88,85,96.59
0,1134082,87,82,94.25
0,887560,57,54,94.74
0,2310684,81,77,95.06
0,963768,85,82,96.47
0,1550538,83,83,100.00
0,796191,96,93,96.88
0,2095019,108,103,95.37
0,881785,65,63,96.92
0,1257437,23,22,95.65
0,1885283,57,54,94.74
0,1550189,97,95,97.94
0,671554,55,47,85.45
0,97250,27,24,88.89
0,2347280,53,48,90.57
0,296448,77,74,96.10
0,1592090,77,72,93.51
0,464639,72,72,100.00
0,125765,38,38,100.00
0,2220129,109,106,97.25
0,125713,73,72,98.63
0,628570,35,35,100.00
0,2304183,69,65,94.20
0,1336459,17,15,88.24
0,80508,83,75,90.36
0,1646056,80,73,91.25
0,2319037,62,54,87.10
0,600312,89,75,84.27
0,1776475,84,69,82.14
0,1818532,72,64,88.89
0,671761,77,74,96.10
0,513047,114,106,92.98
0,1637934,72,68,94.44
0,17056,93,84,90.32
0,1850414,63,60,95.24
0,2440236,94,85,90.43
0,175308,76,74,97.37
0,395347,65,49,75.38
0,175407,45,37,82.22
0,1722990,81,77,95.06
0,1007608,58,50,86.21
0,2096265,56,41,73.21
0,1174786,94,91,96.81
0,808674,70,69,98.57
0,2180194,76,73,96.05
0,1975155,76,75,98.68
0,1048400,112,107,95.54
0,2096535,68,60,88.24
0,2024941,47,40,85.11
0,2640834,48,47,97.92
0,1143635,59,55,93.22
0,464032,56,56,100.00
0,1466475,74,74,100.00
0,503163,66,62,93.94
0,2220223,61,60,98.36
0,1777754,96,85,88.54
0,2574055,80,74,92.50
0,1946407,87,83,95.40
0,818843,89,78,87.64
0,692868,102,93,91.18
0,1405819,71,69,97.18
0,1576101,48,36,75.00
0,738715,117,107,91.45
0,869787,98,97,98.98
0,1876236,65,52,80.00
0,2336901,90,84,93.33
0,1752174,66,59,89.39
0,2128777,107,102,95.33
0,2128784,103,98,95.15
0,665653,85,74,87.06
0,665695,80,75,93.75
0,374240,120,115,95.83
0,2342781,66,53,80.30
0,291222,54,43,79.63
0,291239,26,17,65.38
0,291322,19,10,52.63
0,2596182,99,90,90.91
0,2596214,90,77,85.56
0,2596220,83,79,95.18
0,2413655,83,76,91.57
0,2596181,94,92,97.87
0,2596222,96,85,88.54
0,2118203,72,66,91.67
0,513029,89,82,92.13
0,105925,84,80,95.24
0,2037606,70,59,84.29
0,2596203,70,64,91.43
0,1216090,88,82,93.18
0,1007577,110,101,91.82
0,483120,50,41,82.00
0,2190103,116,110,94.83
0,2596210,44,39,88.64
0,1922735,104,93,89.42
0,2446642,62,55,88.71
0,2596190,26,20,76.92
0,2118194,65,58,89.23
0,966774,100,93,93.00
0,2004293,117,109,93.16
0,677861,112,109,97.32
0,1862769,51,41,80.39
0,2183004,85,78,91.76
0,1324450,93,87,93.55
0,2404289,73,66,90.41
0,2080873,95,86,90.53
0,2625574,84,72,85.71
0,2596227,83,72,86.75
0,2596228,57,49,85.96
0,2596229,90,77,85.56
0,2596231,73,61,83.56
0,2596232,71,66,92.96
0,1679393,42,35,83.33
0,1997250,69,57,82.61
0,2074634,113,107,94.69
0,1021553,82,70,85.37
0,1566865,87,80,91.95
0,1105209,105,100,95.24
0,1493315,83,75,90.36
0,2246743,79,71,89.87
0,1929658,107,98,91.59
0,2527740,68,63,92.65
0,2527737,48,43,89.58
0,851720,105,96,91.43
0,1536265,67,56,83.58
0,2353963,103,98,95.15
0,1612483,66,62,93.94
0,2365348,82,71,86.59
0,611096,89,84,94.38
0,182598,109,98,89.91
0,883237,80,73,91.25
0,1890412,108,103,95.37
0,1950391,100,97,97.00
0,2621228,62,55,88.71
0,2433207,78,73,93.59
0,1473773,107,101,94.39
0,547034,100,94,94.00
0,147804,97,91,93.81
0,1969636,104,99,95.19
0,2354578,75,68,90.67
0,1443454,40,38,95.00
0,1300565,75,74,98.67
0,170742,71,67,94.37
0,1266662,76,74,97.37
0,963752,84,78,92.86
0,129380,112,109,97.32
0,1089483,74,69,93.24
0,1676769,69,67,97.10
0,2350371,49,47,95.92
0,113414,96,92,95.83
0,1622351,101,92,91.09
0,1749511,95,89,93.68
0,2418765,58,52,89.66
0,618782,87,77,88.51
0,744413,66,62,93.94
0,1540863,95,89,93.68
0,1582417,57,50,87.72
0,619762,87,77,88.51
0,2675542,65,60,92.31
0,1296012,92,87,94.57
0,800161,83,77,92.77
0,859843,110,104,94.55
0,69379,91,79,86.81
0,980631,43,33,76.74
0,1057066,80,69,86.25
0,966789,80,70,87.50
0,346798,97,92,94.85
0,692894,92,80,86.96
0,1771313,97,90,92.78
0,210060,104,96,92.31
0,182226,57,52,91.23
0,1324454,96,87,90.63
0,2078341,86,75,87.21
0,2568242,88,80,90.91
0,126788,95,82,86.32
0,966794,95,88,92.63
0,253725,47,40,85.11
0,1765122,81,72,88.89
0,2589683,92,89,96.74
0,720521,89,82,92.13
0,2662836,73,59,80.82
0,511541,80,75,93.75
0,1277503,53,48,90.57
0,1287157,33,27,81.82
0,1103432,89,82,92.13
0,1265599,70,65,92.86
0,2305167,134,134,100.00
0,1164909,101,98,97.03
0,1259918,71,64,90.14
0,2632341,76,72,94.74
0,665627,80,73,91.25
0,1546288,69,64,92.75
0,2625572,76,65,85.53
0,2625573,96,86,89.58
0,2625568,103,95,92.23
0,2606929,87,78,89.66
0,431952,116,113,97.41
0,2606910,86,78,90.70
0,2395265,71,65,91.55
0,526530,95,86,90.53
0,933391,94,87,92.55
0,1781134,118,106,89.83
0,483949,103,96,93.20
0,566875,66,63,95.45
0,1311083,89,83,93.26
0,1265964,72,69,95.83
0,1390115,100,99,99.00
0,135212,110,103,93.64
0,589155,126,125,99.21
0,1340973,51,42,82.35
0,509566,107,102,95.33
0,2266771,111,109,98.20
0,2694,101,98,97.03
0,43402,121,119,98.35
0,2390729,83,72,86.75
0,2536593,79,71,89.87
0,2561845,93,86,92.47
0,1698237,83,75,90.36
0,2019134,96,96,100.00
0,126783,85,71,83.53
0,2206835,58,55,94.83
0,2206840,85,79,92.94
0,2206844,73,67,91.78
0,2206846,89,83,93.26
0,1997268,55,40,72.73
0,1997283,65,50,76.92
0,1873438,69,62,89.86
0,534501,71,62,87.32
0,954302,64,61,95.31
0,1791893,55,53,96.36
0,1247953,64,54,84.38
0,1247960,52,46,88.46
0,1247966,81,71,87.65
0,1247967,69,60,86.96
0,1247979,77,73,94.81
0,2171497,88,76,86.36
0,163593,100,92,92.00
0,1713885,114,107,93.86
0,2176823,119,109,91.60
0,2176830,92,86,93.48
0,1997238,77,67,87.01
0,1997262,81,73,90.12
0,564691,90,84,93.33
0,1098605,82,72,87.80
0,1997273,67,55,82.09
0,464397,81,74,91.36
0,1645096,90,75,83.33
0,2523748,98,84,85.71
0,2264732,76,68,89.47
0,565669,89,75,84.27
0,1098585,60,47,78.33
0,838881,84,73,86.90
0,1065341,83,77,92.77
0,2476684,60,51,85.00
0,564360,76,67,88.16
0,182617,64,56,87.50
0,1776477,49,37,75.51
0,900815,114,109,95.61
0,1140623,83,72,86.75
0,1657587,82,79,96.34
0,1367181,84,77,91.67
0,698663,47,34,72.34
0,1819201,46,44,95.65
0,848335,65,57,87.69
0,2442128,106,99,93.40
0,1311089,59,55,93.22
0,1551894,123,120,97.56
0,228622,52,42,80.77
0,2529390,63,59,93.65
0,1997284,68,54,79.41
0,1997287,60,52,86.67
0,1959535,63,56,88.89
0,1375713,83,73,87.95
0,328385,62,50,80.65
0,1041991,61,49,80.33
0,459724,56,45,80.36
0,1997256,71,62,87.32
0,1997251,78,69,88.46
0,2264734,113,104,92.04
0,690966,144,140,97.22
0,512571,100,87,87.00
0,1536269,51,41,80.39
0,1100265,82,74,90.24
0,182606,68,60,88.24
0,975536,79,75,94.94
0,2275097,82,72,87.80
0,1048947,113,107,94.69
0,1636901,94,83,88.30
0,1443224,83,78,93.98
0,2612640,63,56,88.89
0,677912,67,65,97.01
0,1215825,17,14,82.35
0,1489043,67,64,95.52
0,1343259,58,49,84.48
0,1855263,95,78,82.11
0,930658,80,75,93.75
0,523444,73,68,93.15
0,547914,89,86,96.63
0,593175,74,64,86.49
0,312267,76,72,94.74
0,2365294,64,52,81.25
0,93232,92,89,96.74
0,644674,51,48,94.12
0,557379,43,37,86.05
0,1012979,24,23,95.83
0,1997271,85,74,87.06
0,1997275,77,66,85.71
0,1997277,50,42,84.00
0,2418758,106,99,93.40
0,1373858,63,56,88.89
0,1373873,39,34,87.18
0,2298561,70,65,92.86
0,2048379,91,89,97.80
0,2006587,65,56,86.15
0,1171627,91,86,94.51
0,2342780,66,56,84.85
0,1457449,71,61,85.92
0,1057061,63,45,71.43
0,407762,104,91,87.50
0,37277,78,66,84.62
0,2078331,76,66,86.84
0,2137039,80,67,83.75
0,69391,60,51,85.00
0,1530522,94,91,96.81
0,1855250,96,80,83.33
0,1646058,96,86,89.58
0,608192,114,105,92.11
0,791411,140,128,91.43
0,158177,60,50,83.33
0,818881,96,85,88.54
0,2262371,81,73,90.12
0,2390732,50,44,88.00
0,671999,56,50,89.29
0,1349781,48,40,83.33
0,593161,62,51,82.26
0,765451,55,46,83.64
0,1876237,48,38,79.17
0,1997254,58,48,82.76
0,1357791,35,27,77.14
0,512607,88,79,89.77
0,1520257,56,50,89.29
0,2334934,65,55,84.62
0,169205,77,70,90.91
0,1026151,117,113,96.58
0,839276,91,81,89.01
0,1464042,54,45,83.33
0,291313,54,46,85.19
0,1855265,79,68,86.08
0,1855267,75,62,82.67
0,2390735,80,68,85.00
0,1855264,86,76,88.37
0,1855258,72,60,83.33
0,1855266,48,38,79.17
0,1855260,60,47,78.33
0,127177,90,84,93.33
0,1349795,39,32,82.05
0,927109,89,76,85.39
0,175417,63,56,88.89
0,746921,69,63,91.30
0,89707,64,57,89.06
0,630263,82,73,89.02
0,1598077,67,62,92.54
0,2562411,108,95,87.96
0,927097,42,34,80.95
0,630314,73,67,91.78
0,52125,17,9,52.94
0,820387,68,60,88.24
0,2605677,67,59,88.06
0,2310626,97,93,95.88
0,2675378,72,70,97.22
0,685982,80,74,92.50
0,471069,32,26,81.25
0,466738,63,55,87.30
0,2639122,89,79,88.76
0,861017,53,46,86.79
0,1520247,87,74,85.06
0,1808090,93,89,95.70
0,1777724,55,45,81.82
0,2262368,86,77,89.53
0,2064464,76,73,96.05
0,1854693,54,48,88.89
0,588807,100,92,92.00
0,464402,82,76,92.68
0,1766612,69,61,88.41
0,1041975,79,70,88.61
0,1690913,84,82,97.62
0,1635375,67,62,92.54
0,1886670,130,126,96.92
0,2286969,62,58,93.55
0,2264725,72,66,91.67
0,1997237,62,54,87.10
0,1021540,74,64,86.49
0,1997248,50,45,90.00
0,1609889,104,100,96.15
0,1997239,35,29,82.86
0,2538368,90,79,87.78
0,1267102,68,62,91.18
0,2612620,85,82,96.47
0,557138,116,109,93.97
0,1279216,120,116,96.67
0,2539489,117,114,97.44
0,169659,89,83,93.26
0,316203,77,70,90.91
0,604962,64,59,92.19
0,1263530,93,86,92.47
0,151396,87,84,96.55
0,1301173,82,73,89.02
0,2534326,56,50,89.29
0,1493253,70,68,97.14
0,900837,65,60,92.31
0,1361150,77,73,94.81
0,2390485,79,77,97.47
0,393346,78,76,97.44
0,1567151,54,50,92.59
0,857464,73,70,95.89
0,2395689,102,99,97.06
0,672047,35,28,80.00
0,1997255,47,40,85.11
0,1997290,52,43,82.69
0,744415,66,62,93.94
0,2596980,105,102,97.14
0,2183002,95,91,95.79
0,1626190,98,92,93.88
0,527869,86,85,98.84
0,677914,89,87,97.75
0,1097634,79,73,92.41
0,1626205,111,110,99.10
0,1142635,91,89,97.80
0,827993,101,99,98.02
0,341411,95,90,94.74
0,1987286,94,90,95.74
0,2149288,73,71,97.26
0,175830,105,103,98.10
0,1037562,114,112,98.25
0,844380,92,83,90.22
0,2614147,102,96,94.12
0,2441573,100,96,96.00
0,649001,103,101,98.06
0,753258,106,103,97.17
0,479671,101,97,96.04
0,2329963,53,53,100.00
0,1071786,106,102,96.23
0,894832,95,86,90.53
0,1225298,99,94,94.95
0,2430749,85,77,90.59
0,246847,77,72,93.51
0,962256,79,71,89.87
0,765437,77,71,92.21
0,470612,104,103,99.04
0,648993,81,77,95.06
0,674130,77,77,100.00
0,2204045,97,93,95.88
0,1145423,83,83,100.00
0,383270,95,86,90.53
0,341393,40,38,95.00
0,1254123,87,84,96.55
0,1187108,106,102,96.23
0,1047899,142,138,97.18
0,995738,87,85,97.70
0,2536708,86,81,94.19
0,695157,84,80,95.24
0,1531364,98,89,90.82
0,443616,68,68,100.00
0,1421938,48,43,89.58
0,2658624,121,117,96.69
0,928779,83,80,96.39
0,1109937,98,95,96.94
0,1264314,79,75,94.94
0,2295142,101,92,91.09
0,1852099,98,96,97.96
0,1240892,84,81,96.43
0,1723600,52,48,92.31
0,2619773,75,70,93.33
0,2440384,65,64,98.46
0,783366,66,61,92.42
0,521367,101,98,97.03
0,42414,101,97,96.04
0,2011201,83,78,93.98
0,1302808,80,79,98.75
0,2229677,70,69,98.57
0,1140715,67,63,94.03
0,885502,66,63,95.45
0,1738554,91,82,90.11
0,761998,77,68,88.31
0,69389,77,66,85.71
0,69398,46,37,80.43
0,2078343,109,101,92.66
0,900673,75,70,93.33
0,1739365,65,57,87.69
0,927098,58,50,86.21
0,593205,104,99,95.19
0,1895767,80,75,93.75
0,1860136,83,77,92.77
0,2319024,116,111,95.69
0,427766,37,30,81.08
0,980630,85,76,89.41
0,2235396,73,69,94.52
0,2513374,86,82,95.35
0,1052888,62,56,90.32
0,2356371,49,47,95.92
0,885767,79,75,94.94
0,2326231,80,69,86.25
0,2598646,75,69,92.00
0,196110,80,76,95.00
0,2277343,51,42,82.35
0,1819589,80,76,95.00
0,1818496,52,45,86.54
0,2248660,95,92,96.84
0,98243,134,129,96.27
0,2422437,36,24,66.67
0,267706,91,75,82.42
0,267715,27,22,81.48
0,2183834,89,84,94.38
0,293797,52,46,88.46
0,2527711,22,21,95.45
0,2235403,70,66,94.29
0,88694,71,70,98.59
0,601013,65,58,89.23
0,2558104,82,79,96.34
0,972077,85,83,97.65
0,513011,109,98,89.91
0,1385333,84,84,100.00
0,2434962,88,83,94.32
0,1649795,43,33,76.74
0,1885137,46,44,95.65
0,924607,69,69,100.00
0,1983362,98,96,97.96
0,1340681,111,109,98.20
0,2024937,87,82,94.25
0,1469333,101,98,97.03
0,680114,107,102,95.33
0,1551753,88,84,95.45
0,1388076,84,80,95.24
0,2613257,55,52,94.55
0,509544,77,75,97.40
0,1776507,63,59,93.65
0,1777744,101,97,96.04
0,1111866,18,17,94.44
0,1111868,16,15,93.75
0,190285,32,30,93.75
0,651438,54,51,94.44
0,1200501,63,60,95.24
0,617005,49,49,100.00
0,618773,65,55,84.62
0,1457462,83,73,87.95
0,872999,50,48,96.00
0,1041996,93,86,92.47
0,291334,28,21,75.00
0,733197,102,93,91.18
0,2527753,90,81,90.00
0,2640692,116,106,91.38
0,1267107,43,37,86.05
0,512603,119,110,92.44
0,2612636,77,73,94.81
0,2074623,119,115,96.64
0,1777715,77,68,88.31
0,1612281,123,118,95.93
0,2399458,107,103,96.26
0,2621232,69,64,92.75
0,251637,132,126,95.45
0,1985151,108,102,94.44
0,2065809,120,117,97.50
0,1567154,106,100,94.34
0,2017435,104,103,99.04
0,1395700,86,80,93.02
0,400794,131,129,98.47
0,2190063,87,79,90.80
0,754183,83,81,97.59
0,1070586,85,82,96.47
0,1691754,53,46,86.79
0,2031376,70,67,95.71
0,1556580,102,98,96.08
0,601003,82,77,93.90
0,2179295,99,91,91.92
0,1180236,121,119,98.35
0,1997253,63,55,87.30
0,1997292,66,60,90.91
0,1997293,121,114,94.21
0,1997303,67,56,83.58
0,407759,64,51,79.69
0,1357783,78,67,85.90
0,2625642,83,76,91.57
0,1876234,53,44,83.02
0,52146,58,49,84.48
0,2182343,107,97,90.65
0,551201,139,129,92.81
0,2190716,74,63,85.14
0,1098598,69,59,85.51
0,2656162,71,60,84.51
0,1060164,96,86,89.58
0,1726064,72,67,93.06
0,1120573,98,92,93.88
0,1230228,73,68,93.15
0,551235,81,72,88.89
0,565006,84,73,86.90
0,2179346,89,83,93.26
0,2275018,73,66,90.41
0,366084,47,37,78.72
0,1536813,90,85,94.44
0,2272224,54,44,81.48
0,340137,89,77,86.52
0,928587,79,72,91.14
0,398531,103,97,94.17
0,692882,71,59,83.10
0,696355,101,95,94.06
0,1148757,63,45,71.43
0,2574979,62,57,91.94
0,338613,73,65,89.04
0,1876238,60,50,83.33
0,1457448,77,66,85.71
0,1504213,64,57,89.06
0,2384637,89,80,89.89
0,290032,70,63,90.00
0,290066,66,56,84.85
0,2092425,84,71,84.52
0,1464018,61,53,86.89
0,962222,85,75,88.24
0,291253,82,76,92.68
0,291267,62,55,88.71
0,291276,71,63,88.73
0,1339605,66,61,92.42
0,1349792,88,78,88.64
0,630267,75,66,88.00
0,1637926,98,89,90.82
0,889496,88,84,95.45
0,177026,89,85,95.51
0,2058858,64,64,100.00
0,1509861,101,100,99.01
0,676521,146,144,98.63
0,1473754,101,95,94.06
0,2062414,64,62,96.88
0,1350886,52,52,100.00
0,1639191,91,89,97.80
0,336149,95,95,100.00
0,506038,100,95,95.00
0,175848,95,93,97.89
0,471236,100,98,98.00
0,3414,96,95,98.96
0,1133461,102,101,99.02
0,2649353,116,112,96.55
0,630293,45,36,80.00
0,2143036,75,70,93.33
0,300910,86,79,91.86
0,2099082,88,84,95.45
0,2390288,70,64,91.43
0,760152,79,74,93.67
0,1433051,134,134,100.00
0,1855268,68,55,80.88
0,1102387,83,82,98.80
0,1688696,48,48,100.00
0,1772544,69,65,94.20
0,1479151,100,97,97.00
0,2078442,92,87,94.57
0,2413675,89,81,91.01
0,2584040,45,45,100.00
0,1581956,77,76,98.70
0,453726,37,33,89.19
0,374967,85,84,98.82
0,2050756,84,80,95.24
0,1020050,131,118,90.08
0,1020052,63,57,90.48
0,513021,97,85,87.63
0,513028,97,89,91.75
0,169204,96,85,88.54
0,630315,90,82,91.11
0,1057062,90,81,90.00
0,927090,50,43,86.00
0,1224994,93,88,94.62
0,1047645,70,62,88.57
0,1098609,76,65,85.53
0,45134,72,72,100.00
0,1098664,74,69,93.24
0,765469,83,71,85.54
0,2020222,81,74,91.36
0,506066,113,106,93.81
0,1174776,83,80,96.39
0,2180198,80,73,91.25
0,379658,79,76,96.20
0,2314134,64,60,93.75
0,1304353,52,52,100.00
0,2516695,103,100,97.09
0,2515905,129,126,97.67
0,593158,95,87,91.58
0,2183853,71,68,95.77
0,1723950,53,51,96.23
0,929964,130,123,94.62
0,1020057,96,84,87.50
0,894281,90,86,95.56
0,2110195,95,84,88.42
0,1189522,94,91,96.81
0,2656158,69,59,85.51
0,1818524,95,86,90.53
0,1818533,67,59,88.06
0,1818536,60,50,83.33
0,1818540,64,57,89.06
0,1777721,86,79,91.86
0,312348,67,55,82.09
0,2365885,104,100,96.15
0,1151328,71,63,88.73
0,2325854,56,56,100.00
0,2325887,63,61,96.83
0,1906564,84,79,94.05
0,609282,91,78,85.71
0,2329142,77,74,96.10
0,2078336,103,90,87.38
0,2078356,74,63,85.14
0,319381,86,82,95.35
0,746915,53,45,84.91
0,2596216,107,97,90.65
0,459721,73,66,90.41
0,267711,66,56,84.85
0,267718,58,46,79.31
0,651443,51,45,88.24
0,52118,68,62,91.18
0,800158,84,72,85.71
0,267713,48,40,83.33
0,267707,35,29,82.86
0,267716,40,35,87.50
0,267705,54,47,87.04
0,651445,62,55,88.71
0,2138949,77,65,84.42
0,1151322,33,28,84.85
0,267708,29,24,82.76
0,267717,43,36,83.72
0,396859,85,75,88.24
0,1818489,41,29,70.73
0,1097653,83,75,90.36
0,848345,74,64,86.49
0,2186767,57,46,80.70
0,315895,69,60,86.96
0,1232296,99,95,95.96
0,557359,96,88,91.67
0,593325,54,43,79.63
0,885531,87,81,93.10
0,653776,90,80,88.89
0,2529366,62,49,79.03
0,506078,92,87,94.57
0,1644015,94,92,97.87
0,1012255,63,57,90.48
0,1855270,67,56,83.58
0,1476495,52,44,84.62
0,1857550,109,105,96.33
0,560128,62,55,88.71
0,1846939,105,100,95.24
0,2528952,76,70,92.11
0,169216,53,42,79.25
0,1820123,66,61,92.42
0,687679,30,26,86.67
0,2628452,76,72,94.74
0,1459277,70,64,91.43
0,1166890,58,53,91.38
