bin_lo,bin_hi,count,fraction,added_count,not_added_count,added_fraction,not_added_fraction
73.0000,74.0000,540,0.0000046459,468,72,0.0000171025,0.0000008102
74.0000,75.0000,52,0.0000004474,50,2,0.0000018272,0.0000000225
75.0000,76.0000,541,0.0000046545,436,105,0.0000159331,0.0000011815
76.0000,77.0000,384,0.0000033038,310,74,0.0000113286,0.0000008327
77.0000,78.0000,142,0.0000012217,122,20,0.0000044583,0.0000002251
78.0000,79.0000,237,0.0000020390,199,38,0.0000072722,0.0000004276
79.0000,80.0000,28,0.0000002409,27,1,0.0000009867,0.0000000113
80.0000,81.0000,197,0.0000016949,137,60,0.0000050065,0.0000006752
81.0000,82.0000,107,0.0000009206,91,16,0.0000033255,0.0000001800
82.0000,83.0000,36,0.0000003097,36,0,0.0000013156,0.0000000000
83.0000,84.0000,99,0.0000008518,83,16,0.0000030331,0.0000001800
84.0000,85.0000,79,0.0000006797,68,11,0.0000024850,0.0000001238
85.0000,86.0000,54,0.0000004646,54,0,0.0000019734,0.0000000000
86.0000,87.0000,41,0.0000003527,41,0,0.0000014983,0.0000000000
87.0000,88.0000,17,0.0000001463,17,0,0.0000006212,0.0000000000
88.0000,89.0000,43,0.0000003700,43,0,0.0000015714,0.0000000000
89.0000,90.0000,3,0.0000000258,3,0,0.0000001096,0.0000000000
90.0000,91.0000,35,0.0000003011,33,2,0.0000012059,0.0000000225
91.0000,92.0000,25,0.0000002151,25,0,0.0000009136,0.0000000000
92.0000,93.0000,11,0.0000000946,11,0,0.0000004020,0.0000000000
93.0000,94.0000,7,0.0000000602,7,0,0.0000002558,0.0000000000
94.0000,95.0000,2,0.0000000172,2,0,0.0000000731,0.0000000000
95.0000,96.0000,2,0.0000000172,2,0,0.0000000731,0.0000000000
96.0000,97.0000,1,0.0000000086,1,0,0.0000000365,0.0000000000
97.0000,98.0000,2,0.0000000172,2,0,0.0000000731,0.0000000000
98.0000,99.0000,0,0.0000000000,0,0,0.0000000000,0.0000000000
99.0000,100.0000,27,0.0000002323,23,4,0.0000008405,0.0000000450
