query_id,doc_id,total_nnz,unused_nnz,unused_pct
0,793911,66,59,89.39
0,5385358,51,36,70.59
0,2716571,82,73,89.02
0,4025915,73,65,89.04
0,8226374,98,89,90.82
0,5418471,52,35,67.31
0,6782863,44,31,70.45
0,2641944,59,50,84.75
0,3929239,69,64,92.75
0,55428,76,61,80.26
0,5133406,99,91,91.92
0,5962241,49,37,75.51
0,6133628,104,87,83.65
0,6308659,63,53,84.13
0,2536421,64,54,84.38
0,4669504,67,53,79.10
0,6677044,81,70,86.42
0,6856602,63,48,76.19
0,2243812,77,66,85.71
0,2206729,83,76,91.57
0,1045852,76,66,86.84
0,7506674,84,74,88.10
0,5467026,58,43,74.14
0,2049801,93,83,89.25
0,5555072,80,67,83.75
0,5861754,73,60,82.19
0,4080647,49,38,77.55
0,3392821,80,70,87.50
0,3490867,50,32,64.00
0,4446477,41,27,65.85
0,4066243,53,42,79.25
0,8065088,48,34,70.83
0,6718040,78,74,94.87
0,8487917,60,44,73.33
0,2767829,62,49,79.03
0,5404688,56,44,78.57
0,1590392,71,62,87.32
0,3490866,78,63,80.77
0,3043603,59,46,77.97
0,7560981,89,74,83.15
0,2309655,63,49,77.78
0,4214942,63,47,74.60
0,2814458,71,55,77.46
0,4890357,48,37,77.08
0,3655810,70,56,80.00
0,6810118,51,36,70.59
0,2322936,50,35,70.00
0,3772815,71,52,73.24
0,8727028,76,63,82.89
0,7675748,74,64,86.49
0,8669812,56,42,75.00
0,7754557,36,24,66.67
0,2157293,61,57,93.44
0,4800395,28,28,100.00
0,8459177,74,68,91.89
0,4068745,66,59,89.39
0,5409690,121,118,97.52
0,5817421,80,72,90.00
0,7224286,68,63,92.65
0,6656413,65,62,95.38
0,2461729,82,71,86.59
0,3982684,70,65,92.86
0,4824383,75,58,77.33
0,325241,90,83,92.22
0,774062,76,65,85.53
0,1055547,64,58,90.63
0,1381270,72,70,97.22
0,1419571,65,63,96.92
0,1659385,81,72,88.89
0,1683351,82,74,90.24
0,1986945,55,53,96.36
0,1986947,65,63,96.92
0,2504453,78,73,93.59
0,2504454,83,79,95.18
0,2557840,86,82,95.35
0,2557841,93,89,95.70
0,3031062,57,55,96.49
0,3458256,93,91,97.85
0,3458257,98,96,97.96
0,3490867,50,32,64.00
0,3884328,60,55,91.67
0,3884334,79,75,94.94
0,4427983,85,78,91.76
0,4554696,35,32,91.43
0,5633315,69,66,95.65
0,5717943,70,58,82.86
0,6228891,57,54,94.74
0,6418939,68,66,97.06
0,6675957,67,65,97.01
0,6679330,41,37,90.24
0,6698697,54,53,98.15
0,6927780,64,60,93.75
0,6927784,40,37,92.50
0,8127808,68,67,98.53
0,8127812,54,53,98.15
0,8815455,104,101,97.12
0,3040210,77,66,85.71
0,5192341,58,52,89.66
0,7617411,78,67,85.90
0,3131533,78,69,88.46
0,7283132,81,72,88.89
0,2227881,71,65,91.55
0,6339401,46,39,84.78
0,1024977,81,73,90.12
0,3689475,71,69,97.18
0,4937291,64,55,85.94
0,4165046,95,89,93.68
0,7514767,93,85,91.40
0,8805902,68,61,89.71
0,2793398,83,76,91.57
0,2376942,89,76,85.39
0,2836897,66,60,90.91
0,2106639,65,57,87.69
0,3831390,67,53,79.10
0,7771835,67,58,86.57
0,3368788,84,78,92.86
0,52982,76,71,93.42
0,2634983,68,60,88.24
0,781643,86,76,88.37
0,7381341,61,53,86.89
0,3129967,89,83,93.26
0,4339595,73,68,93.15
0,2918124,74,67,90.54
0,4025519,73,68,93.15
0,3395810,79,73,92.41
0,3878629,70,58,82.86
0,4446300,83,77,92.77
0,6970281,79,70,88.61
0,6218787,58,54,93.10
0,8654553,53,39,73.58
0,1422739,60,57,95.00
0,1284852,55,49,89.09
0,7294073,58,53,91.38
0,14167,65,62,95.38
0,534324,43,36,83.72
0,2222709,59,51,86.44
0,1835488,43,39,90.70
0,1877500,53,49,92.45
0,6410527,60,58,96.67
0,3513336,51,46,90.20
0,3242863,73,65,89.04
0,399910,59,54,91.53
0,7168609,65,61,93.85
0,1510574,82,74,90.24
0,4960550,63,54,85.71
0,7317992,63,53,84.13
0,2341814,74,68,91.89
0,4554348,86,79,91.86
0,4693687,38,24,63.16
0,3856131,70,57,81.43
0,7617404,76,64,84.21
0,7617413,104,93,89.42
0,2298843,55,50,90.91
0,7187156,91,80,87.91
0,3856128,48,43,89.58
0,4150413,61,54,88.52
0,7187159,73,66,90.41
0,7214074,56,51,91.07
0,8745723,52,49,94.23
0,7284736,66,60,90.91
0,1416103,54,49,90.74
0,647336,65,61,93.85
0,4100642,68,63,92.65
0,8401047,67,62,92.54
0,2832463,75,69,92.00
0,8720209,75,69,92.00
0,4762300,73,67,91.78
0,7444473,76,72,94.74
0,3740232,38,34,89.47
0,2911083,76,74,97.37
0,4154571,62,54,87.10
0,6743032,79,73,92.41
0,8718927,87,82,94.25
0,2415650,35,32,91.43
0,7256313,50,48,96.00
0,3694482,59,54,91.53
0,7397716,88,80,90.91
0,2495798,59,55,93.22
0,2516638,56,53,94.64
0,3983110,60,56,93.33
0,5155610,59,54,91.53
0,981352,79,76,96.20
0,52980,75,72,96.00
0,4197012,110,106,96.36
0,1836472,45,41,91.11
0,1991547,67,65,97.01
0,3606437,60,55,91.67
0,4068291,85,73,85.88
0,6316973,68,64,94.12
0,5089025,78,72,92.31
0,1122940,61,56,91.80
0,67462,85,82,96.47
0,8067074,93,89,95.70
0,3107884,58,56,96.55
0,4203628,51,48,94.12
0,7243794,88,81,92.05
0,4006825,53,48,90.57
0,6131213,41,40,97.56
0,3433382,59,51,86.44
0,8275406,52,48,92.31
0,7590870,47,45,95.74
0,5102687,59,55,93.22
0,8424697,75,71,94.67
0,8424703,73,66,90.41
0,8426278,57,52,91.23
0,2344131,53,46,86.79
0,7546324,60,49,81.67
0,7187157,79,62,78.48
0,7546332,77,67,87.01
0,4526152,74,64,86.49
0,4027882,88,78,88.64
0,5799077,85,78,91.76
0,8709486,83,75,90.36
0,6446063,66,57,86.36
0,8401048,67,60,89.55
0,2241137,72,67,93.06
0,6217943,70,62,88.57
0,5430402,77,69,89.61
0,8393677,75,67,89.33
0,2939518,64,51,79.69
0,2285446,89,79,88.76
0,2510800,61,52,85.25
0,6339407,72,63,87.50
0,5824084,38,35,92.11
0,567919,68,57,83.82
0,8026269,63,55,87.30
0,2569180,67,54,80.60
0,6106599,61,55,90.16
0,5280928,66,51,77.27
0,3153279,69,60,86.96
0,8227275,80,72,90.00
0,4087475,56,46,82.14
0,1951530,65,58,89.23
0,462201,88,77,87.50
0,4778706,95,90,94.74
0,7814185,76,68,89.47
0,5101591,60,54,90.00
0,7592423,73,66,90.41
0,412758,40,35,87.50
0,412760,90,79,87.78
0,7597400,72,62,86.11
0,5109729,62,54,87.10
0,7187160,69,55,79.71
0,8823217,67,62,92.54
0,4154794,94,89,94.68
0,4156261,89,78,87.64
0,3779671,74,71,95.95
0,4088861,80,74,92.50
0,60804,83,74,89.16
0,2614559,50,48,96.00
0,2351711,87,81,93.10
0,4068294,68,53,77.94
0,2340875,63,61,96.83
0,7976046,72,67,93.06
0,7764935,53,53,100.00
0,7206624,45,45,100.00
0,2808876,62,58,93.55
0,3813189,70,70,100.00
0,2411668,51,41,80.39
0,2904223,92,91,98.91
0,3390286,71,61,85.92
0,3950655,33,33,100.00
0,7430811,92,84,91.30
0,4449116,65,60,92.31
0,4189317,62,60,96.77
0,5893511,56,45,80.36
0,5351784,61,49,80.33
0,1841358,43,43,100.00
0,1937579,61,46,75.41
0,5054147,45,39,86.67
0,2796877,59,48,81.36
0,3181465,62,54,87.10
0,2903401,83,82,98.80
0,3599297,84,84,100.00
0,4175975,46,36,78.26
0,4855457,84,83,98.81
0,4740108,63,60,95.24
0,8321537,77,75,97.40
0,1799147,61,61,100.00
0,4702770,70,65,92.86
0,7457,100,93,93.00
0,5339,58,56,96.55
0,7187155,72,54,75.00
0,3286116,79,69,87.34
0,6044615,28,28,100.00
0,3811062,56,56,100.00
0,7363746,96,85,88.54
0,3618648,79,71,89.87
0,7289471,58,57,98.28
0,5332027,83,74,89.16
0,3653613,71,58,81.69
0,3675602,55,47,85.45
0,4311867,91,79,86.81
0,2662263,88,83,94.32
0,8164387,94,90,95.74
0,5246466,50,42,84.00
0,447655,44,44,100.00
0,3551090,47,43,91.49
0,7794028,88,82,93.18
0,2501531,59,59,100.00
0,3193168,78,73,93.59
0,3096359,83,72,86.75
0,6093893,73,66,90.41
0,721211,70,56,80.00
0,5265713,77,75,97.40
0,3129259,67,60,89.55
0,1747230,86,86,100.00
0,7231856,118,103,87.29
0,3083274,83,78,93.98
0,5893638,71,66,92.96
0,7740580,88,84,95.45
0,8665147,70,64,91.43
0,3470555,61,54,88.52
0,7191841,58,58,100.00
0,6912805,65,55,84.62
0,3775059,89,89,100.00
0,5467505,73,64,87.67
0,1825980,70,69,98.57
0,4598614,75,74,98.67
0,6912810,57,53,92.98
0,7701497,77,72,93.51
0,3891802,73,63,86.30
0,8521105,87,74,85.06
0,7700965,74,70,94.59
0,3797058,84,81,96.43
0,1813775,56,55,98.21
0,3754551,54,52,96.30
0,1146239,50,49,98.00
0,8063335,40,40,100.00
0,8155466,56,55,98.21
0,1830621,72,69,95.83
0,8433739,62,57,91.94
0,3515219,79,74,93.67
0,3557233,82,80,97.56
0,3883424,57,50,87.72
0,2641267,60,55,91.67
0,5720866,74,74,100.00
0,7556157,74,72,97.30
0,5407247,69,67,97.10
0,4016726,79,75,94.94
0,5246474,65,60,92.31
0,3866147,60,58,96.67
0,7187158,61,41,67.21
0,4669037,66,51,77.27
0,1529992,96,84,87.50
0,2360966,58,48,82.76
0,6130060,90,76,84.44
0,5873329,65,65,100.00
0,4610480,88,80,90.91
0,7464101,72,65,90.28
0,8423103,86,69,80.23
0,2651578,65,54,83.08
0,5020744,64,59,92.19
0,6102644,32,29,90.63
0,2836894,59,44,74.58
0,4066250,87,79,90.80
0,6579496,64,48,75.00
0,8149973,70,68,97.14
0,8068403,83,82,98.80
0,8547407,70,58,82.86
0,1257976,77,71,92.21
0,8542376,65,60,92.31
0,8629190,86,75,87.21
0,314171,70,67,95.71
0,3799078,84,70,83.33
0,5505275,76,73,96.05
0,2639839,92,81,88.04
0,3737686,65,53,81.54
0,6863384,98,94,95.92
0,7883509,33,26,78.79
0,6594352,70,59,84.29
0,494782,71,66,92.96
0,4347782,95,84,88.42
0,2829459,63,55,87.30
0,5418414,73,69,94.52
0,8604933,62,60,96.77
0,7283079,71,66,92.96
0,8709185,82,80,97.56
0,745614,70,61,87.14
0,8799373,44,31,70.45
0,7990197,63,59,93.65
0,10880,65,56,86.15
0,2869,84,75,89.29
0,5265710,54,53,98.15
0,5295124,46,42,91.30
0,5299949,68,67,98.53
0,5265231,98,90,91.84
0,4491555,78,73,93.59
0,8051200,73,73,100.00
0,4891771,70,67,95.71
0,2678862,47,44,93.62
0,1917465,64,64,100.00
0,2969410,70,67,95.71
0,4542768,62,59,95.16
0,2767829,62,49,79.03
0,4981831,66,58,87.88
0,377927,66,55,83.33
0,7475729,59,50,84.75
0,5007257,62,52,83.87
0,3183617,76,71,93.42
0,8224704,65,53,81.54
0,4716605,58,50,86.21
0,5260488,70,65,92.86
0,8771734,70,63,90.00
0,2487709,68,61,89.71
0,2766106,66,51,77.27
0,2764582,70,52,74.29
0,3870058,80,67,83.75
0,692560,82,74,90.24
0,3594985,83,77,92.77
0,4837895,69,56,81.16
0,3455790,71,61,85.92
0,2766166,74,65,87.84
0,1014,76,69,90.79
0,968225,60,59,98.33
0,1601,56,47,83.93
0,3730334,96,81,84.38
0,8567481,81,65,80.25
0,2684,46,35,76.09
0,8152693,52,50,96.15
0,5251827,74,74,100.00
0,415491,109,106,97.25
0,8566616,60,47,78.33
0,4286009,70,62,88.57
0,1937843,53,40,75.47
0,2905689,61,45,73.77
0,1386655,52,42,80.77
0,3460997,66,56,84.85
0,3460999,68,59,86.76
0,3461001,78,69,88.46
0,3049689,90,74,82.22
0,10875,52,46,88.46
0,150041,85,75,88.24
0,6782860,47,33,70.21
0,5540749,73,69,94.52
0,6921996,56,46,82.14
0,3886964,43,36,83.72
0,5546896,66,62,93.94
0,2232961,73,59,80.82
0,6657774,79,62,78.48
0,2650595,104,95,91.35
0,5420962,92,76,82.61
0,6390632,52,39,75.00
0,1141332,83,68,81.93
0,3350915,52,42,80.77
0,3490924,66,64,96.97
0,4189855,55,45,81.82
0,4743849,53,43,81.13
0,5727052,35,24,68.57
0,5727055,72,57,79.17
0,1443052,60,56,93.33
0,3100835,62,45,72.58
0,6007029,78,78,100.00
0,6976398,63,51,80.95
0,4358947,74,68,91.89
0,4937960,93,79,84.95
0,4937964,79,66,83.54
0,804481,60,49,81.67
0,4679747,59,43,72.88
0,7187161,85,78,91.76
0,8455461,57,52,91.23
0,1610265,109,102,93.58
0,1481991,82,73,89.02
0,1901891,73,67,91.78
0,3094594,72,70,97.22
0,7739674,60,56,93.33
0,8202585,86,80,93.02
0,4859177,78,73,93.59
0,6767315,46,41,89.13
0,3044537,84,79,94.05
0,4698212,47,42,89.36
0,1971387,87,79,90.80
0,4625261,77,69,89.61
0,4900740,62,53,85.48
0,8390473,100,97,97.00
0,5628467,101,96,95.05
0,5651648,88,84,95.45
0,3783521,75,73,97.33
0,6339403,67,60,89.55
0,8718920,74,67,90.54
0,1121841,68,68,100.00
0,4032081,99,93,93.94
0,2691010,96,96,100.00
0,7475732,89,77,86.52
0,2773774,78,65,83.33
0,5441905,96,91,94.79
0,2516049,70,70,100.00
0,3079810,48,44,91.67
0,6948401,61,58,95.08
0,4566194,66,60,90.91
0,2242599,74,72,97.30
0,5048733,57,54,94.74
0,976079,71,71,100.00
0,8724440,78,78,100.00
0,2220397,61,56,91.80
0,6123474,64,59,92.19
0,6913744,97,91,93.81
0,8482730,51,51,100.00
0,4995488,54,52,96.30
0,6360458,88,88,100.00
0,1799491,82,70,85.37
0,5052516,64,60,93.75
0,8594396,76,76,100.00
0,4528736,67,67,100.00
0,5257179,53,51,96.23
0,8032074,74,74,100.00
0,2770366,79,72,91.14
0,4839568,62,59,95.16
0,7752537,73,70,95.89
0,6949672,57,56,98.25
0,1013731,59,56,94.92
0,6087789,91,89,97.80
0,3083280,107,104,97.20
0,6918519,94,94,100.00
0,3049669,56,56,100.00
0,6994595,64,59,92.19
0,2349458,88,86,97.73
0,7746483,58,56,96.55
0,3876999,64,64,100.00
0,1463868,54,54,100.00
0,3133999,56,56,100.00
0,7617405,87,79,90.80
0,7187163,57,47,82.46
0,3625184,85,76,89.41
0,2641269,77,70,90.91
0,8204416,78,73,93.59
0,6659154,87,76,87.36
0,574347,63,56,88.89
0,4340081,74,68,91.89
0,4875977,79,76,96.20
0,285979,70,61,87.14
0,6405879,101,96,95.05
0,2238287,81,74,91.36
0,3317267,87,83,95.40
0,7617408,60,57,95.00
0,141635,69,66,95.65
0,8455454,79,72,91.14
0,8704172,91,85,93.41
0,3234077,91,80,87.91
0,6778478,68,59,86.76
0,435638,74,68,91.89
0,7464098,74,68,91.89
0,1019062,50,42,84.00
0,4014403,71,69,97.18
0,7903513,76,67,88.16
0,6511559,24,18,75.00
0,4289114,79,74,93.67
0,2780246,71,66,92.96
0,7053643,61,54,88.52
0,8430354,61,59,96.72
0,139598,66,63,95.45
0,3097489,70,68,97.14
0,871197,82,79,96.34
0,752445,121,115,95.04
0,4206362,74,74,100.00
0,2685968,79,77,97.47
0,8772996,63,56,88.89
0,3252828,77,75,97.40
0,2012807,76,70,92.11
0,7814192,85,76,89.41
0,3260167,93,89,95.70
0,8231564,58,54,93.10
0,3818707,63,59,93.65
0,6318498,64,63,98.44
0,6593115,67,66,98.51
0,4243419,42,42,100.00
0,3691519,79,74,93.67
0,952073,101,96,95.05
0,1509811,101,100,99.01
0,4684221,76,73,96.05
0,3856132,80,72,90.00
0,1099385,80,76,95.00
0,7659348,42,28,66.67
0,3463691,67,61,91.04
0,3509600,78,62,79.49
0,3365712,80,63,78.75
0,8447151,72,68,94.44
0,1434168,74,62,83.78
0,3882580,61,47,77.05
0,7244205,63,49,77.78
0,5586348,103,95,92.23
0,6658401,60,53,88.33
0,24259,100,90,90.00
0,3190260,92,80,86.96
0,2777605,84,77,91.67
0,3094270,52,51,98.08
0,449964,61,47,77.05
0,1961248,79,74,93.67
0,437582,58,54,93.10
0,8206845,74,67,90.54
0,5026111,64,53,82.81
0,2505085,87,77,88.51
0,5437558,63,56,88.89
0,6356223,75,65,86.67
0,7919912,56,51,91.07
0,6959916,77,70,90.91
0,2249035,62,55,88.71
0,7780540,70,62,88.57
0,3908298,46,34,73.91
0,477908,61,56,91.80
0,8218452,64,50,78.13
0,7944699,74,67,90.54
0,1043389,64,58,90.63
0,4910398,80,73,91.25
0,4081853,92,81,88.04
0,7975700,56,48,85.71
0,6880374,42,26,61.90
0,3014590,93,84,90.32
0,6579490,65,51,78.46
0,6579495,82,77,93.90
0,2955404,48,34,70.83
0,2905692,66,56,84.85
0,2104587,64,50,78.13
0,7090890,75,72,96.00
0,6374968,91,86,94.51
0,5429301,64,54,84.38
0,190113,57,49,85.96
0,3504084,83,73,87.95
0,316149,52,40,76.92
0,2670168,80,73,91.25
0,743192,69,61,88.41
0,2648181,78,64,82.05
0,1955340,71,63,88.73
0,7909749,77,61,79.22
0,1419677,86,76,88.37
0,8226807,80,64,80.00
0,6520804,77,69,89.61
0,3872019,60,56,93.33
0,2955143,40,40,100.00
0,1180644,87,86,98.85
0,2139346,69,66,95.65
0,5261359,87,73,83.91
0,7785288,50,42,84.00
0,3188924,69,58,84.06
0,2229274,83,73,87.95
0,4338370,59,55,93.22
0,5530278,58,48,82.76
0,7620611,54,48,88.89
0,6579497,60,50,83.33
0,8228505,68,64,94.12
0,3536801,46,30,65.22
0,4234835,58,53,91.38
0,2443178,78,74,94.87
0,7284717,43,31,72.09
0,1221241,58,51,87.93
0,6748694,66,65,98.48
0,824775,68,54,79.41
0,8701909,68,55,80.88
0,3132478,33,28,84.85
0,7834084,58,51,87.93
0,4000909,63,49,77.78
0,5199766,75,59,78.67
0,8818945,82,71,86.59
0,6283837,90,81,90.00
0,2755296,69,62,89.86
0,8638229,69,57,82.61
0,2700796,101,94,93.07
0,5326899,72,62,86.11
0,8744369,86,69,80.23
0,8023893,67,56,83.58
0,7764195,70,59,84.29
0,4024609,78,64,82.05
0,418706,73,72,98.63
0,5509579,62,58,93.55
0,4307132,89,85,95.51
0,3746876,47,32,68.09
0,6131603,53,45,84.91
0,7589146,70,58,82.86
0,4488428,104,95,91.35
0,7121799,52,44,84.62
0,1819857,57,44,77.19
0,4055145,80,68,85.00
0,3187562,59,55,93.22
0,4225429,66,51,77.27
0,1138919,87,73,83.91
0,8765704,70,52,74.29
0,5198555,87,80,91.95
0,8701912,62,51,82.26
0,6579489,79,74,93.67
0,1820965,69,60,86.96
0,2815705,66,55,83.33
0,4430431,68,60,88.24
0,4874290,77,66,85.71
0,4175902,83,73,87.95
0,2980067,64,52,81.25
0,7774570,72,59,81.94
0,6127082,85,71,83.53
0,7472557,55,49,89.09
0,4349689,85,73,85.88
0,3479394,85,71,83.53
0,2680055,60,47,78.33
0,1964712,64,49,76.56
0,4589062,67,63,94.03
0,3046158,68,63,92.65
0,2131595,77,67,87.01
0,2282226,64,52,81.25
0,6393880,49,45,91.84
0,5033918,70,54,77.14
0,2687991,59,49,83.05
0,1279690,68,57,83.82
0,4721584,71,60,84.51
0,7623287,74,64,86.49
0,4321208,88,76,86.36
0,4485320,77,71,92.21
0,3596027,68,58,85.29
0,7892806,50,38,76.00
0,3620214,79,72,91.14
0,6579491,49,43,87.76
0,6579493,52,36,69.23
0,6579494,64,54,84.38
0,4087477,43,35,81.40
0,7679758,69,66,95.65
0,6165497,61,50,81.97
0,4505476,79,70,88.61
0,5895766,71,59,83.10
0,5898620,65,55,84.62
0,3405930,62,57,91.94
0,5487444,45,34,75.56
0,1068091,72,61,84.72
0,1068097,78,66,84.62
0,3696254,56,47,83.93
0,7028127,64,50,78.13
0,7852093,62,56,90.32
0,6628629,59,55,93.22
0,6078169,44,34,77.27
0,8557473,68,65,95.59
0,7867990,67,56,83.58
0,3315400,63,51,80.95
0,7546326,60,50,83.33
0,4087474,65,54,83.08
0,7546325,65,53,81.54
0,8569342,75,64,85.33
0,4087473,71,64,90.14
0,4853877,72,63,87.50
0,4430702,54,45,83.33
0,7753484,67,62,92.54
0,8746777,72,67,93.06
0,2934548,74,68,91.89
0,864347,76,68,89.47
0,8715329,68,56,82.35
0,4719990,65,54,83.08
0,4017612,56,48,85.71
0,3504085,68,56,82.35
0,1315319,60,53,88.33
0,3500524,59,51,86.44
0,3476240,62,55,88.71
0,6223395,44,32,72.73
0,2529357,74,65,87.84
0,7952353,70,66,94.29
0,344648,57,51,89.47
0,3868700,54,44,81.48
0,4354519,74,70,94.59
0,7814188,36,32,88.89
0,1610264,69,61,88.41
0,1201611,95,86,90.53
0,2444945,74,63,85.14
